,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,elec_sites,MAA Value [kJ/mol],Est. Error [kJ/mol],Type
168,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,6,73.14568403097078,23.144551380601907,Double bond
169,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,8,67.63304188726003,9.063294618364193,Double bond
170,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,10,67.63304188726003,9.063294618364193,Double bond
171,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,7,61.71472765329098,20.618340935856835,Double bond
172,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,11,61.71472765329098,20.618340935856835,Double bond
173,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,12,-93.59544982231415,24.065687793542192,Double bond
174,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,0,267.4599565871154,28.640625122791707,Carbocation
175,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,5,250.74107446703894,32.83312595482113,Double bond
176,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,3,250.74107446703894,32.83312595482113,Double bond
177,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,6,236.34196788075215,27.053633282617703,Double bond
178,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,2,236.34196788075215,27.053633282617703,Double bond
179,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,4,217.00141990620915,31.740439537156654,Double bond
180,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,1,169.92646766456016,36.98775778077221,Double bond
181,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,17,224.74242881178657,32.103718021702036,Carbocation
182,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,10,224.67934593498344,33.99099589716614,Double bond
